 [ER_EW, ET_EW, CPRT_EW, GRT_EW, ER_LW, ET_LW, CPRT_LW, GRT_LW]  O.F.1  IT_1 IT_Force Force_Exp Force_FEMU 
     431.924       115.994      0.85248       38.156     1336.981      927.187     0.46767      164.070       1.352857e-05       3.678012e-03       2.813285e-01      147.572      106.056
    3449.506       115.994      0.85248       38.156     1336.981      927.187     0.46767      164.070       3.912333e-03       6.254847e-02       1.477112e+00      147.572      365.553
     431.924      2336.427      0.85248       38.156     1336.981      927.187     0.46767      164.070       1.000000e+00       6.254847e-02       1.477112e+00      147.572      365.553
     431.924       115.994      1.15622       38.156     1336.981      927.187     0.46767      164.070       3.584878e-08       1.880561e-04       2.199262e-01      147.572      115.117
     431.924       115.994      0.85248      328.054     1336.981      927.187     0.46767      164.070       2.479959e-04       1.574786e-02       2.698542e-01      147.572      107.749
     431.924       115.994      0.85248       38.156     5625.646      927.187     0.46767      164.070       9.647480e-05       9.822148e-03       1.446540e-01      147.572      126.225
     431.924       115.994      0.85248       38.156     1336.981     4721.605     0.46767      164.070       3.747591e-05       6.121695e-03       2.755670e-01      147.572      106.906
     431.924       115.994      0.85248       38.156     1336.981      927.187     0.72540      164.070       8.661420e-06       2.942888e-03       2.878309e-01      147.572      105.096
     431.924       115.994      0.85248       38.156     1336.981      927.187     0.46767      623.941       2.038724e-05       4.515137e-03       2.792117e-01      147.572      106.368
     919.114       731.740      0.92819       83.956     2138.964     1606.376     0.52879      252.000       1.157159e-05       3.401271e-03       5.423929e-01      147.572      227.614
     229.628         2.633      0.94720       98.219     2368.149     1804.707     0.54446      276.858       1.157159e-05       3.401271e-03       5.423929e-01      147.572      227.614
     202.278         2.175      0.97100       19.363     2670.612     2068.539     0.56425      309.531       1.157159e-05       3.401271e-03       5.423929e-01      147.572      227.614
     158.334        17.292      1.00077       28.040       48.056     2423.064     0.58931      352.856       1.000000e+00       3.401271e-03       5.423929e-01      147.572      227.614
     350.913        50.484      0.88936       35.477     3384.892     1235.923     0.49719      204.694       2.547701e-04       1.596148e-02       3.393956e-01      147.572       97.487
     431.924       115.994      1.00434       38.156     1336.981      927.187     0.59233      164.070       4.393090e-07       6.622948e-04       2.597219e-01      147.572      109.244
     652.907        67.731      1.04245       58.801     1714.922     1243.871     0.49790      205.723       4.766150e-05       6.903730e-03       3.264262e-02      147.572      152.389
       8.973        37.016      1.05197       64.667     1816.626     1330.214     0.50557      216.861       1.000000e+00       6.903730e-03       3.264262e-02      147.572      152.389
     306.338        24.238      1.06387        1.822     1947.798     1442.163     0.51520      231.188       9.963308e-04       3.156467e-02       4.660582e-01      147.572       78.795
     431.924       115.994      1.00434       38.156     1336.981      927.187     0.46767      164.070       8.854170e-07       9.406210e-04       2.547963e-01      147.572      109.971
     431.924       115.994      1.00434       38.156     1336.981      927.187     0.46767      358.239       1.774101e-06       1.331715e-03       2.525115e-01      147.572      110.308
     431.924       115.994      1.00434       38.156     1336.981     2467.445     0.46767      164.070       5.660871e-06       2.379129e-03       2.481440e-01      147.572      110.953
     431.924       115.994      1.00434       38.156     3123.690      927.187     0.46767      164.070       1.993020e-05       4.464301e-03       1.463691e-01      147.572      125.972
    1521.845        86.526      1.01923       11.823     1479.103     1045.418     0.47940      179.788       2.257735e-04       1.502558e-02       7.393721e-01      147.572      256.683
     888.911       134.054      0.99616      120.809     1261.834      865.159     0.46126      155.728       1.335820e-04       1.155775e-02       1.945908e-01      147.572      176.288
      35.966        59.985      1.03505      110.908     1637.854     1178.731     0.49198      197.265       1.000000e+00       1.155775e-02       1.945908e-01      147.572      176.288
     946.739        79.430      1.02319       26.922     1518.044     1078.004     0.48253      184.082       3.724440e-05       6.102746e-03       2.993522e-01      147.572      191.748
     238.244        23.303      1.06485        2.842     1958.888     1451.656     0.51600      232.397       5.270367e-04       2.295721e-02       5.681537e-01      147.572       63.728
     687.634        97.672      1.01334       74.181     1421.991      997.770     0.47474      173.480       3.966017e-05       6.297631e-03       3.650584e-02      147.572      152.959
     394.862       835.667      1.01130       25.519     1402.532      981.577     0.47314      171.329       1.000000e+00       6.297631e-03       3.650584e-02      147.572      152.959
     582.367         2.222      1.03467       49.168     1633.928     1175.420     0.49167      196.834       3.966017e-05       6.297631e-03       3.650584e-02      147.572      152.959
     453.339       386.851      1.01909       32.526     1477.730     1044.271     0.47929      179.637       2.401003e-04       1.549517e-02       1.055382e-01      147.572      131.998
     548.602        33.978      1.03077       44.680     1594.155     1141.914     0.48857      192.462       1.313458e-04       1.146061e-02       1.308818e-01      147.572      128.258
     431.924       115.994      1.08050       38.156     1336.981      927.187     0.52879      164.070       2.328262e-08       1.506648e-04       2.414011e-01      147.572      111.948
     431.924       115.994      1.08050       38.156     1336.981      927.187     0.46767      164.070       7.379304e-08       2.705999e-04       2.384795e-01      147.572      112.379
     431.924       115.994      1.08050       38.156     1336.981      927.187     0.46767      252.000       1.639814e-07       4.042535e-04       2.367531e-01      147.572      112.634
     431.924       115.994      1.08050       38.156     1336.981     1606.376     0.46767      164.070       9.443435e-07       9.714936e-04       2.331899e-01      147.572      113.160
     431.924       115.994      1.08050       38.156     2138.964      927.187     0.46767      164.070       3.520808e-06       1.876307e-03       1.670944e-01      147.572      122.914
     664.527        96.841      1.08990       32.288     1426.095     1001.189     0.47508      173.934       3.689910e-06       1.920913e-03       1.648195e-02      147.572      150.004
     552.408       106.635      1.08499       54.665     1379.163      962.158     0.47120      168.743       4.635463e-06       2.152989e-03       9.995311e-02      147.572      132.822
     504.349        35.989      1.09562       43.484     1481.789     1047.663     0.47962      180.084       9.446412e-05       9.719247e-03       1.909136e-01      147.572      119.399
     442.567       231.579      1.08786       35.283     1406.487      984.867     0.47347      171.766       3.857017e-05       6.210471e-03       1.511080e-01      147.572      125.273
     457.635       166.593      1.08980       37.252     1425.131     1000.386     0.47500      173.828       1.137377e-06       1.066351e-03       1.649746e-01      147.572      123.227
     378.825       132.606      1.09968       23.281     1522.036     1081.350     0.48285      184.522       3.087951e-05       5.556866e-03       2.731130e-01      147.572      107.268
     505.961       112.861      1.08866       45.552     1414.230      991.309     0.47410      172.622       6.950149e-07       8.335535e-04       1.426642e-01      147.572      126.519
     267.816       148.781      1.09447       46.206     1470.541     1038.263     0.47871      178.843       2.945468e-05       5.427102e-03       3.523464e-01      147.572       95.576
     548.781       108.777      1.09104       35.529     1437.143     1010.395     0.47599      175.155       5.484394e-07       7.405025e-04       9.772491e-02      147.572      133.151
     485.047       125.044      1.10648       39.030      769.702     1138.880     0.48828      192.066       2.121827e-05       4.606238e-03       2.906583e-01      147.572      104.679
     444.917       118.224      1.08700       38.373     1733.434      978.090     0.47279      170.865       6.159890e-07       7.846507e-04       1.767366e-01      147.572      121.491
     455.368        72.941      1.09650       40.245     1387.088     1054.971     0.48032      181.049       9.057214e-06       3.009432e-03       2.309962e-01      147.572      113.484
     457.068       139.577      1.09147       37.989     1415.573     1013.897     0.47633      175.619       7.544142e-08       2.740633e-04       1.818595e-01      147.572      120.735
     488.322       119.575      1.10852       39.273     1497.241      481.560     0.48992      194.359       2.078106e-07       4.555977e-04       1.553356e-01      147.572      124.649
