 [Q11, Q12, Q22, Q66]  O.F.1  IT_1 IT_Force Force_Exp Force_FEMU 
     2335.68       1012.22       987.05       211.20      3.089336e-03       2.524202e-02       1.586156e-01      273.437      230.066
     7578.68       1012.22       987.05       211.20      9.518208e-01       2.606729e-02       3.084168e+00      273.437     1116.765
     2335.68       4916.85       987.05       211.20      9.518208e-01       2.606729e-02       3.084168e+00      273.437     1116.765
     2335.68       1012.22      4859.54       211.20      1.119703e-02       3.913774e-02       3.133439e-01      273.437      359.117
     2335.68       1012.22       987.05      2730.27      2.576565e-03       3.316271e-02       1.259673e-01      273.437      238.993
     4600.23         49.90      2566.19      1118.61      3.466773e-01       4.691099e-02       1.856601e+00      273.437      781.102
      352.10        155.42      3625.50      1837.62      6.433036e-02       5.281466e-02       7.862564e-01      273.437       58.446
      191.01       3674.75      2103.33       825.04      6.433036e-02       5.281466e-02       7.862564e-01      273.437       58.446
      751.44       1923.95      2214.83       894.29      6.433036e-02       5.281466e-02       7.862564e-01      273.437       58.446
     2964.29        101.01      2446.27      1041.07      7.245026e-02       4.640813e-02       8.397138e-01      273.437      503.047
     1169.39       1255.64      2271.64       929.95      4.858765e-02       2.945812e-02       6.914235e-01      273.437       84.376
     4976.90       2794.00       894.52       170.42      4.858765e-02       2.945812e-02       6.914235e-01      273.437       84.376
     3332.11       1832.77      1407.80       421.15      1.304079e-02       4.024414e-02       3.403405e-01      273.437      180.376
     4493.03       1135.76      1404.97       419.63      1.570791e-01       2.244760e-02       1.251501e+00      273.437      615.645
     1802.30       1225.11      2035.92       783.69      1.068006e-02       2.651644e-02       3.169740e-01      273.437      186.765
     1291.90        500.97      2643.04      1168.78      8.194635e-03       4.091346e-02       2.586139e-01      273.437      202.723
     1536.66        823.51        93.52      2491.68      8.194635e-03       4.091346e-02       2.586139e-01      273.437      202.723
     1888.75        499.39       283.43      2255.13      1.202817e-02       7.352183e-02       2.676427e-01      273.437      200.254
     1823.73       1013.91      1449.51      1081.10      8.419048e-03       2.647593e-02       2.790729e-01      273.437      197.128
     1866.95        650.97       572.38      1817.18      6.995238e-03       3.586111e-02       2.416158e-01      273.437      207.371
     2372.21        732.81      3512.62       478.54      1.529409e-02       3.832714e-02       3.737916e-01      273.437      375.646
     1728.91        800.34       489.40      1843.28      1.529409e-02       3.832714e-02       3.737916e-01      273.437      375.646
     2335.68       1012.22       987.05      1118.61      2.625703e-03       3.008126e-02       1.345849e-01      273.437      236.637
     2094.90        821.74       765.77      2251.10      4.417553e-03       3.419789e-02       1.834396e-01      273.437      223.278
     1776.11        734.48      1716.80      1869.45      1.598222e-03       3.158897e-02       8.367469e-02      273.437      250.558
     1915.74        915.45       422.16      2609.65      1.598222e-03       3.158897e-02       8.367469e-02      273.437      250.558
     2071.96       1013.06      1207.33      1813.55      4.563055e-03       2.828641e-02       1.960343e-01      273.437      219.834
     2089.15        867.71       866.85      2137.37      4.313200e-03       3.188114e-02       1.843484e-01      273.437      223.030
     2077.68        963.37      1087.65      1918.59      4.404601e-03       2.909025e-02       1.908660e-01      273.437      221.248
     2086.28        891.16       919.72      2081.59      4.303102e-03       3.099121e-02       1.854371e-01      273.437      222.732
     2080.55        938.99      1030.12      1972.20      4.351030e-03       2.961581e-02       1.887232e-01      273.437      221.834
     2084.85        903.00       946.74      2053.98      4.307047e-03       3.060100e-02       1.861255e-01      273.437      222.544
     1845.28        822.50       961.34      2224.50      6.972030e-03       2.926678e-02       2.490209e-01      273.437      205.346
     2046.53        867.84      1327.16      2280.01      9.927285e-04       2.809318e-02       5.314361e-02      273.437      258.906
     2046.53        867.84      1327.16      1470.40      9.576893e-04       2.697474e-02       5.502876e-02      273.437      258.391
     1928.14        810.94      1287.80      1974.13      1.616745e-03       2.804476e-02       9.533559e-02      273.437      247.369
     2052.93        816.20      1942.28      1577.37      1.369091e-03       3.113954e-02       7.045475e-02      273.437      292.702
     2029.98        830.45      1874.54      1607.75      1.022520e-03       3.059957e-02       4.240517e-02      273.437      285.033
     2330.25        964.11      1496.45      1577.79      1.458733e-03       2.686732e-02       8.994807e-02      273.437      298.033
     2184.83        903.81      1550.14      1648.42      9.610926e-04       2.776251e-02       5.171184e-02      273.437      287.577
     2100.22        919.92      1134.72      1908.31      2.064185e-03       2.792627e-02       1.167174e-01      273.437      241.523
     2064.70        841.55      1720.49      1657.20      9.470335e-04       2.951906e-02       4.034797e-02      273.437      284.470
     2141.27        910.70      1125.76      1901.80      1.428006e-03       2.781817e-02       8.553014e-02      273.437      250.050
     2057.53        850.17      1669.82      1678.99      8.239743e-04       2.915072e-02       2.432827e-02      273.437      280.090
     2129.95        863.53      1818.14      1059.09      1.380364e-03       2.877855e-02       7.968562e-02      273.437      295.227
     2067.23        866.76      1442.78      1932.20      7.364350e-04       2.808888e-02       1.623216e-02      273.437      268.999
     1936.81        810.54      1521.62      1713.48      9.903691e-04       2.890714e-02       4.881685e-02      273.437      260.089
     2121.45        880.02      1542.98      1664.57      7.769847e-04       2.803080e-02       2.642568e-02      273.437      280.663
     2109.01        851.33      1880.90      2013.37      1.523276e-03       3.073215e-02       8.205226e-02      273.437      295.874
     2062.06        863.69      1456.70      1598.29      7.153361e-04       2.771455e-02       1.550795e-02      273.437      269.197
