 [Q11_EW, Q12_EW, Q22_EW, Q66_EW, Q11_LW, Q12_LW, Q22_LW, Q66_LW]  O.F.1  IT_1 IT_Force Force_Exp Force_FEMU 
      221.93         24.88        59.60        18.69       679.52       107.94      471.25        80.36       4.444508e-04       2.108200e-02       6.672215e-01      147.572       49.109
     2741.48         23.80        57.02        18.69       679.52       107.94      471.25        80.36       9.946839e-03       9.973384e-02       4.053130e-01      147.572      207.385
     -317.84      -1267.95     -3036.91        18.69       679.52       107.94      471.25        80.36       1.000000e+00       9.973384e-02       4.053130e-01      147.572      207.385
      240.02         42.85        64.46        18.69       679.52       107.94      471.25        80.36       1.186609e-04       1.089316e-02       6.565859e-01      147.572       50.678
      221.93         24.88        59.60       261.08       679.52       107.94      471.25        80.36       9.959082e-04       3.155801e-02       6.647301e-01      147.572       49.476
      221.93         24.88        59.60        18.69      4081.78       104.62      456.78        80.36       7.942024e-04       2.818160e-02       6.083406e-01      147.572       57.798
      221.93         24.88        59.60        18.69       911.38      1120.20     4890.71        80.36       5.975660e-04       2.444516e-02       6.676159e-01      147.572       49.051
      221.93         24.88        59.60        18.69       747.48       219.19      518.37        80.36       3.654735e-04       1.911736e-02       6.684969e-01      147.572       48.921
      221.93         24.88        59.60        18.69       679.52       107.94      471.25       441.54       4.731489e-04       2.175199e-02       6.671190e-01      147.572       49.124
      895.42        670.73      1410.11        52.82      1312.18       275.30     1009.44       143.75       1.357028e-04       1.164916e-02       1.400404e-01      147.572      126.906
      446.33          2.34         4.76        64.13      1506.25       334.98     1178.79       162.45       1.357028e-04       1.164916e-02       1.400404e-01      147.572      126.906
       70.24         10.71        21.01        38.14      1770.31       421.64     1411.24       187.41       1.845795e-03       4.296272e-02       8.741202e-01      147.572       18.576
      171.16          9.72        22.09       113.44       900.16       161.12      655.75       102.94       1.312294e-03       3.622559e-02       7.170329e-01      147.572       41.758
      418.66         82.90       146.02        33.52       967.92       178.63      713.23       109.77       1.574397e-04       1.254750e-02       4.291507e-01      147.572       84.241
       15.60          6.59        11.44        37.93      1048.64       200.17      782.09       117.84       1.574397e-04       1.254750e-02       4.291507e-01      147.572       84.241
      229.26         33.03        61.57        18.69       704.77       156.27      488.75        80.36       2.239294e-04       1.496427e-02       6.639036e-01      147.572       49.598
      229.26         33.03        61.57        18.69       679.52       107.94      471.25        80.36       2.511440e-04       1.584752e-02       6.629306e-01      147.572       49.742
      229.26         33.03        61.57        18.69       679.52       107.94      471.25       225.30       2.653238e-04       1.628876e-02       6.627303e-01      147.572       49.772
      229.26         33.03        61.57        18.69       753.11       429.20     1873.87        80.36       3.421018e-04       1.849599e-02       6.624262e-01      147.572       49.816
      229.26         33.03        61.57        18.69      2024.48       105.26      459.57        80.36       3.951314e-04       1.987791e-02       6.154594e-01      147.572       56.747
      229.26         33.03        61.57       104.72       679.52       107.94      471.25        80.36       5.749223e-04       2.397754e-02       6.602983e-01      147.572       50.131
      128.76          2.09         3.57         1.89      1154.51       229.50      873.00       128.33       5.749223e-04       2.397754e-02       6.602983e-01      147.572       50.131
      200.39         21.58        39.34        55.89       785.71       132.77      559.48        91.30       6.119032e-04       2.473668e-02       6.860871e-01      147.572       46.325
      287.77          2.94         4.78        25.54       816.91       140.34      585.62        94.49       6.119032e-04       2.473668e-02       6.860871e-01      147.572       46.325
       47.91         24.85        40.10        27.43       853.38       149.34      616.27        98.20       1.033483e-03       3.214784e-02       9.235200e-01      147.572       11.286
      234.14         37.70        62.88        18.69       690.41       130.58      478.80        80.36       1.664714e-04       1.290238e-02       6.606100e-01      147.572       50.085
      234.14         37.70        62.88        18.69       679.52       107.94      471.25        80.36       1.773000e-04       1.331540e-02       6.600427e-01      147.572       50.168
      234.14         37.70        62.88        18.69       679.52       107.94      471.25       143.75       1.835573e-04       1.354833e-02       6.598533e-01      147.572       50.196
      234.14         37.70        62.88        18.69       708.85       235.97     1030.23        80.36       2.270748e-04       1.506900e-02       6.593754e-01      147.572       50.267
      234.14         37.70        62.88        18.69      1261.39       106.05      463.02        80.36       2.274917e-04       1.508283e-02       6.274354e-01      147.572       54.980
      234.14         37.70        62.88        52.82       679.52       107.94      471.25        80.36       3.356518e-04       1.832080e-02       6.578367e-01      147.572       50.494
      597.55         35.31        58.90        18.69       679.52       107.94      471.25        80.36       5.493956e-04       2.343919e-02       3.046626e-01      147.572      102.612
      411.05        332.75       554.97        18.69       679.52       107.94      471.25        80.36       2.413467e-05       4.912704e-03       6.415653e-01      147.572       52.895
     -505.56      -1156.41     -1954.81        15.68       615.84        93.77      418.94        73.72       1.000000e+00       4.912704e-03       6.415653e-01      147.572       52.895
      -63.87       -146.29      -237.60        25.54       816.91       140.34      585.62        94.49       1.000000e+00       4.912704e-03       6.415653e-01      147.572       52.895
      397.27         42.55        70.49        20.30       712.61       115.52      498.61        83.78       2.259538e-04       1.503176e-02       4.743899e-01      147.572       77.565
      292.49         73.19       118.68         2.58       825.95       142.55      593.20        95.41       2.072175e-04       1.439505e-02       6.059431e-01      147.572       58.152
      309.34         84.70       136.40        13.36       321.98       166.70      685.53        99.38       3.989395e-04       1.997347e-02       6.890520e-01      147.572       45.887
      250.95         47.15        77.94        17.27       962.35       116.90      502.70        84.92       1.434585e-04       1.197742e-02       6.226824e-01      147.572       55.682
      314.82         88.55       142.28        13.06       772.90        40.14      164.47       100.63       3.648754e-05       6.040492e-03       5.867435e-01      147.572       60.985
      191.23        126.72       203.40        10.33       773.07        94.90      388.14       101.25       6.713800e-05       8.193778e-03       7.819072e-01      147.572       32.184
      205.08         64.95       106.24        45.07       652.75        64.86      273.86        90.65       1.532931e-04       1.238116e-02       7.147111e-01      147.572       42.101
