       -3.7602065849        -1.4962342310
       -0.7618464348         0.2167437973
       -3.4674568716        -0.5719931572
       -1.9329367355        -0.6599267362
       -1.1732670553        -0.5522969276
       -0.6604371580        -0.5010429545
       -0.3032754432        -0.4579981802
       -0.0462893335        -0.4242132798
        0.1392868239        -0.3946221548
        0.2724129811        -0.3676235185
        0.3659141787        -0.3420222452
        0.4290726078        -0.3172241287
        0.4687949043        -0.2929054698
        0.4903246223        -0.2689608092
        0.4975917931        -0.2453718729
        0.4936968664        -0.2221785015
        0.4810107987        -0.1994706590
        0.4613459295        -0.1773447641
        0.4360983292        -0.1558968981
        0.4063253628        -0.1352150038
        0.3728362356        -0.1153712765
        0.3362231853        -0.0964178980
        0.2969767114        -0.0783671975
        0.2555925544        -0.0612176792
        0.2125075746        -0.0449888228
        0.1680075848        -0.0297105707
        0.1222585233        -0.0153783641
        0.0754374997        -0.0019519455
        0.0278111262         0.0106129094
       -0.0203505760         0.0223523806
       -0.0687428676         0.0332793213
       -0.1171943678         0.0433782896
       -0.1656385028         0.0526469691
       -0.2139951303         0.0611140273
       -0.2623152432         0.0688048266
       -0.3104819361         0.0757634881
       -0.3583935528         0.0820196361
       -0.4060038716         0.0876048002
       -0.4532100242         0.0925570844
       -0.4999401027         0.0968895998
       -0.5461760930         0.1006199886
       -0.5919204095         0.1037710152
       -0.6371822650         0.1063665346
       -0.6819910923         0.1084343284
       -0.7263795175         0.1100055431
       -0.7703732133         0.1111177816
       -0.8139822154         0.1118097060
       -0.8572050361         0.1121213663
       -0.9000211556         0.1120895040
       -0.9424041106         0.1117482663
       -0.9843269977         0.1111267097
       -1.0257625763         0.1102507889
       -1.0666903727         0.1091420504
       -1.1071041749         0.1078177608
       -1.1470215085         0.1062895939
       -1.1864890764         0.1045736173
       -1.2255759695         0.1026880358
       -1.2643602251         0.1006626342
       -1.3029006448         0.0985349155
       -1.3412134279         0.0963582892
       -1.3791863248         0.0941752205
       -1.4168847876         0.0920204862
       -1.4541713076         0.0899321902
       -1.4909330794         0.0879347363
       -1.5270937845         0.0860360306
       -1.5626223362         0.0842502690
       -1.5974550596         0.0825991218
       -1.6315040735         0.0811024001
       -1.6646750751         0.0797546560
       -1.6969774396         0.0785456851
       -1.7284196457         0.0775100759
       -1.7588642871         0.0766651261
       -1.7882339169         0.0760044547
       -1.8165083973         0.0755148561
       -1.8436561994         0.0752230254
       -1.8695610175         0.0751146253
       -1.8942396475         0.0751834441
       -1.9176174103         0.0754359794
       -1.9396590162         0.0758554136
       -1.9603597720         0.0764338587
       -1.9797052449         0.0771661592
       -1.9976900111         0.0780431637
       -2.0143179720         0.0790583316
       -2.0295967874         0.0802074856
       -2.0435276021         0.0814874781
       -2.0561073897         0.0828934526
       -2.0673139284         0.0844166334
       -2.0772229721         0.0860702183
       -2.0857588710         0.0878460879
       -2.0929129459         0.0897389230
       -2.0986678498         0.0917452635
       -2.1029934195         0.0938598595
       -2.1058731972         0.0960623503
       -2.1073456327         0.0983396113
       -2.1074213030         0.1006835857
       -2.1061438215         0.1030836672
       -2.1035435289         0.1055357175
       -2.0996664258         0.1080330779
       -2.0945728406         0.1105755309
       -2.0883310991         0.1131700651
       -2.0809928857         0.1158454825
       -2.0725081475         0.1186498767
       -2.0627000459         0.1216233626
       -2.0513341712         0.1247664041
       -2.0382747266         0.1280408366
       -2.0235120692         0.1314223111
       -2.0070158271         0.1349209327
       -1.9886804642         0.1385444019
       -1.9683897941         0.1422811751
       -1.9460854634         0.1461168712
       -1.9217277672         0.1500521402
       -1.8952441252         0.1540976191
       -1.8665620092         0.1582568297
       -1.8356609731         0.1625556107
       -1.8024908683         0.1670322096
       -1.7669969648         0.1717631125
       -1.7290577356         0.1768754878
       -1.6883526410         0.1825759205
       -1.6442061129         0.1891413991
       -1.5953678603         0.1969668359
       -1.5396070806         0.2064851884
       -1.4731219209         0.2183609808
       -1.3912547608         0.2317830524
       -1.2863841016         0.2508106993
       -1.2077569997         0.2301103347
