*Part, name=AnsysPart
*Node
    1;   18.5588198619;   -0.0780994166;0.
    2;   18.7859323025;    2.0780406719;0.
    3;   18.5670174290;    0.0048290676;0.
    4;   18.5754742798;    0.0877341364;0.
    5;   18.5840165541;    0.1706301968;0.
    6;   18.5926056390;    0.2535200667;0.
    7;   18.6012239884;    0.3364086223;0.
    8;   18.6098630188;    0.4192991123;0.
    9;   18.6185181648;    0.5021932179;0.
   10;   18.6271873392;    0.5850921065;0.
   11;   18.6358700132;    0.6679963141;0.
   12;   18.6445661413;    0.7509062298;0.
   13;   18.6532757415;    0.8338215615;0.
   14;   18.6619992178;    0.9167422216;0.
   15;   18.6707371377;    0.9996679846;0.
   16;   18.6794901908;    1.0825985657;0.
   17;   18.6882589866;    1.1655336420;0.
   18;   18.6970442445;    1.2484728940;0.
   19;   18.7058466392;    1.3314159773;0.
   20;   18.7146667664;    1.4143625608;0.
   21;   18.7235052919;    1.4973123640;0.
   22;   18.7323627221;    1.5802650494;0.
   23;   18.7412398052;    1.6632203528;0.
   24;   18.7501365649;    1.7461779493;0.
   25;   18.7590536573;    1.8291380930;0.
   26;   18.7679915134;    1.9121010117;0.
   27;   18.7769507451;    1.9950677751;0.
   28;   18.9286715539;    4.0575017330;0.
   29;   18.7916305665;    2.1605615718;0.
   30;   18.7973507196;    2.2430762772;0.
   31;   18.8030925824;    2.3255871145;0.
   32;   18.8088562380;    2.4080951465;0.
   33;   18.8146417847;    2.4906006885;0.
   34;   18.8204493441;    2.5731037735;0.
   35;   18.8262789363;    2.6556043033;0.
   36;   18.8321306083;    2.7381021144;0.
   37;   18.8380043411;    2.8205970050;0.
   38;   18.8439001117;    2.9030887526;0.
   39;   18.8498178532;    2.9855771195;0.
   40;   18.8557574760;    3.0680618597;0.
   41;   18.8617188423;    3.1505427263;0.
   42;   18.8677018086;    3.2330194747;0.
   43;   18.8737062191;    3.3154918546;0.
   44;   18.8797318896;    3.3979596102;0.
   45;   18.8857785948;    3.4804224858;0.
   46;   18.8918461031;    3.5628802225;0.
   47;   18.8979341494;    3.6453325530;0.
   48;   18.9040424592;    3.7277791995;0.
   49;   18.9101707206;    3.8102198628;0.
   50;   18.9163186102;    3.8926541916;0.
   51;   18.9224857115;    3.9750817021;0.
   52;   19.0653337140;    5.6399908558;0.
   53;   18.9357209354;    4.1408611461;0.
   54;   18.9427889752;    4.2242146718;0.
   55;   18.9498753198;    4.3075615291;0.
   56;   18.9569795503;    4.3909012173;0.
   57;   18.9641012204;    4.4742333882;0.
   58;   18.9712398516;    4.5575577737;0.
   59;   18.9783949661;    4.6408741413;0.
   60;   18.9855660570;    4.7241822831;0.
   61;   18.9927525954;    4.8074820093;0.
   62;   18.9999540248;    4.8907731465;0.
   63;   19.0071697558;    4.9740555396;0.
   64;   19.0143991926;    5.0573290466;0.
   65;   19.0216417239;    5.1405935388;0.
   66;   19.0288966676;    5.2238488665;0.
   67;   19.0361632363;    5.3070952870;0.
   68;   19.0434410067;    5.3903322471;0.
   69;   19.0507290140;    5.4735601398;0.
   70;   19.0580267719;    5.5567793658;0.
   71;   19.1110376659;    6.9375189575;0.
   72;   19.0681776720;    5.7211673643;0.
   73;   19.0710270711;    5.8023312404;0.
   74;   19.0738814458;    5.8834835150;0.
   75;   19.0767398624;    5.9646250868;0.
   76;   19.0796015088;    6.0457562845;0.
   77;   19.0824655364;    6.1268772825;0.
   78;   19.0853310823;    6.2079881585;0.
   79;   19.0881972621;    6.2890889340;0.
   80;   19.0910631740;    6.3701795919;0.
   81;   19.0939278926;    6.4512600805;0.
   82;   19.0967904911;    6.5323303163;0.
   83;   19.0996499450;    6.6133901402;0.
   84;   19.1025053758;    6.6944396519;0.
   85;   19.1053559000;    6.7754782368;0.
   86;   19.1082002825;    6.8565049896;0.
   87;   19.0492807768;    8.6181471019;0.
   88;   19.1081327474;    7.0216360144;0.
   89;   19.1052159009;    7.1057434489;0.
   90;   19.1022861944;    7.1898404104;0.
   91;   19.0993424510;    7.2739269374;0.
   92;   19.0963834658;    7.3580031436;0.
   93;   19.0934079983;    7.4420692074;0.
   94;   19.0904147751;    7.5261253392;0.
   95;   19.0874024969;    7.6101717845;0.
   96;   19.0843698356;    7.6942088268;0.
   97;   19.0813154380;    7.7782367985;0.
   98;   19.0782379543;    7.8622560823;0.
   99;   19.0751360079;    7.9462671197;0.
  100;   19.0720082405;    8.0302704228;0.
  101;   19.0688533217;    8.1142665790;0.
  102;   19.0656698882;    8.1982562591;0.
  103;   19.0624566389;    8.2822402391;0.
  104;   19.0592122246;    8.3662195627;0.
  105;   19.0559353992;    8.4501955200;0.
  106;   19.0526251471;    8.5341702486;0.
  107;   19.0775343475;   10.4162779886;0.
  108;   19.0508093361;    8.6997838513;0.
  109;   19.0523038856;    8.7814146135;0.
  110;   19.0537627229;    8.8630427336;0.
  111;   19.0551849638;    8.9446707630;0.
  112;   19.0565700106;    9.0263006563;0.
  113;   19.0579175034;    9.1079343052;0.
  114;   19.0592274486;    9.1895736467;0.
  115;   19.0605002920;    9.2712207353;0.
  116;   19.0617370376;    9.3528777787;0.
  117;   19.0629393891;    9.4345471639;0.
  118;   19.0641100116;    9.5162314613;0.
  119;   19.0652527750;    9.5979333935;0.
  120;   19.0663730806;    9.6796557845;0.
  121;   19.0674782253;    9.7614014503;0.
  122;   19.0685777436;    9.8431729929;0.
  123;   19.0696840723;    9.9249727205;0.
  124;   19.0708121887;   10.0068008647;0.
  125;   19.0719811889;   10.0886581388;0.
  126;   19.0732128682;   10.1705417251;0.
  127;   19.0745298062;   10.2524450406;0.
  128;   19.0759513120;   10.3343570510;0.
  129;   20.3811740353;   10.4026362446;0.
  130;   19.1591635358;   10.4153623448;0.
  131;   19.2408058717;   10.4145611023;0.
  132;   19.3224542488;   10.4137658200;0.
  133;   19.4041014724;   10.4129605458;0.
  134;   19.4857391691;   10.4121398422;0.
  135;   19.5673612674;   10.4113041337;0.
  136;   19.6489623735;   10.4104561968;0.
  137;   19.7305376105;   10.4096000233;0.
  138;   19.8120820755;   10.4087403432;0.
  139;   19.8935904114;   10.4078823248;0.
  140;   19.9750560041;   10.4070315931;0.
  141;   20.0564703895;   10.4061933945;0.
  142;   20.1378188329;   10.4053753609;0.
  143;   20.2190836296;   10.4045716824;0.
  144;   20.3002047603;   10.4038277813;0.
  145;   20.2754816601;   -0.0788339395;0.
  146;   20.3814932625;   10.3181597688;0.
  147;   20.3817298533;   10.2336754296;0.
  148;   20.3818861185;   10.1491835707;0.
  149;   20.3819643439;   10.0646845307;0.
  150;   20.3819667908;    9.9801786424;0.
  151;   20.3818956970;    9.8956662325;0.
  152;   20.3817532727;    9.8111476229;0.
  153;   20.3815417053;    9.7266231292;0.
  154;   20.3812631575;    9.6420930612;0.
  155;   20.3809197669;    9.5575577236;0.
  156;   20.3805136465;    9.4730174152;0.
  157;   20.3800468849;    9.3884724289;0.
  158;   20.3795215456;    9.3039230521;0.
  159;   20.3789396677;    9.2193695669;0.
  160;   20.3783032653;    9.1348122490;0.
  161;   20.3776143282;    9.0502513692;0.
  162;   20.3768748212;    8.9656871920;0.
  163;   20.3760866845;    8.8811199766;0.
  164;   20.3752518337;    8.7965499766;0.
