        0.0896156057         0.2604833086
       -0.0898815557        -0.9867894888
        0.4231053501         0.2076479998
        0.3300069904         0.1580875993
        0.2745043153         0.1024477674
        0.2518018719         0.0666218386
        0.2431547666         0.0389210376
        0.2422818504         0.0179301535
        0.2461654924         0.0010275400
        0.2533137217        -0.0128258707
        0.2629384266        -0.0244192200
        0.2744322684        -0.0342675376
        0.2874945449        -0.0426506113
        0.3015224537        -0.0499519010
        0.3168087581        -0.0562553972
        0.3327650927        -0.0617116436
        0.3493695145        -0.0665683476
        0.3667721136        -0.0706711165
        0.3844327727        -0.0742827276
        0.4026086446        -0.0773541251
        0.4210947683        -0.0798615114
        0.4397780425        -0.0818634637
        0.4584255121        -0.0834452559
        0.4769244890        -0.0846531748
        0.4950470476        -0.0857491734
        0.5127198978        -0.0867590287
        0.5315076535        -0.0887056058
        0.5539100705        -0.0905810308
        0.5793719417        -0.0921832762
        0.6049602094        -0.0929913784
        0.6298212511        -0.0939954445
        0.6538748203        -0.0947807741
        0.6775253642        -0.0962150365
        0.7003749546        -0.0973154632
        0.7240923828        -0.0989681336
        0.7478025583        -0.1002654171
        0.7713504839        -0.1017071172
        0.7948910467        -0.1033529020
        0.8185451093        -0.1049119655
        0.8423446685        -0.1063928128
        0.8662908710        -0.1076033134
        0.8904728164        -0.1083562935
        0.9144820273        -0.1096859570
        0.9388075588        -0.1106302474
        0.9631683260        -0.1109940752
        0.9876789853        -0.1113890215
        1.0120798812        -0.1113355268
        1.0356951561        -0.1107406927
        1.0575429985        -0.1097997248
        1.0784172239        -0.1087513898
        1.0989100488        -0.1077957323
        1.1194891025        -0.1067117468
        1.1403141958        -0.1054551917
        1.1610845333        -0.1038842763
        1.1817668313        -0.1020595756
        1.2023998218        -0.0999596115
        1.2229662172        -0.0975790262
        1.2433331466        -0.0949246050
        1.2635162109        -0.0920043517
        1.2834453548        -0.0887774333
        1.3034256527        -0.0853276159
        1.3230231378        -0.0815082612
        1.3423470294        -0.0775390886
        1.3614483808        -0.0732825206
        1.3805220508        -0.0688852675
        1.3993395171        -0.0643159803
        1.4178519511        -0.0594532910
        1.4362169184        -0.0543822845
        1.4543707063        -0.0490620323
        1.4721792721        -0.0435180524
        1.4897990384        -0.0378104201
        1.5071952017        -0.0318458732
        1.5242352206        -0.0256955184
        1.5411244253        -0.0193689746
        1.5577374805        -0.0128285365
        1.5741306728        -0.0060378140
        1.5900627857         0.0009183644
        1.6058154527         0.0080346663
        1.6212378012         0.0155583754
        1.6356018636         0.0231196273
        1.6496595757         0.0310451708
        1.6621294214         0.0390004149
        1.6737217689         0.0467669353
        1.6853959086         0.0545996467
        1.6963841582         0.0625010996
        1.7070104584         0.0703631677
        1.7172792506         0.0782351904
        1.7271632125         0.0860701558
        1.7366541859         0.0938667011
        1.7457178293         0.1015679309
        1.7541866203         0.1090855978
        1.7633621244         0.1167532005
        1.7704174931         0.1240568609
        1.7783106210         0.1309828810
        1.7856380352         0.1379135225
        1.7926569914         0.1444752897
        1.7994572122         0.1507526677
        1.8060632580         0.1567156699
        1.8124724608         0.1622609728
        1.8184634524         0.1673126460
        1.8252638611         0.1724011025
        1.8300845603         0.1777126098
        1.8347850520         0.1799554992
        1.8368900449         0.1867735194
        1.8351296399         0.1884528522
        1.8302377447         0.1915993816
        1.8229643446         0.1901951017
        1.8149532154         0.1897003806
        1.8059940990         0.1860937956
        1.7959821042         0.1815645858
        1.7856895271         0.1738776401
        1.7746648669         0.1637455055
        1.7626364903         0.1508474854
        1.7488842873         0.1352698471
        1.7351623825         0.1141168744
        1.7201832972         0.0911491401
        1.7006177021         0.0622069892
        1.6828295612         0.0228078252
        1.6649792080        -0.0233561923
        1.6476832396        -0.0795030711
        1.6343088160        -0.1481511464
        1.6264480469        -0.2358992281
        1.6334165762        -0.3433094496
        1.6587056586        -0.4984286414
        1.5044171162        -0.5489388358
